,0
7759,"5. According to the principle of decentralization, the district panchayat will undertake the implementation. supervision and physical maintenance and improvement etc of projects at the district level, including health posts and sub-posts, Ayurvedic Aushadhalaya, health centre, hospitals up to 25 beds, family planning and maternity child welfare and integrated community programme.
"
7760,"6. In accordance with the national basic policy for the development of medical service, services of hospitals of up to 15 beds minimum will be provided.
"
7761,"If it is sought to establish and run hospitals with people's participation or private investment, permission will be given as necessary under policies and conditions specified by His Majesty's Government and without financial and other liability to HMG.
"
7762,"7. To bring about effectiveness in the distribution and supply of medicines in public health institutions and specially in hilly and remote areas, the existing system will be improved anti the policy of involving private sector or community effort will be adopted.
"
7763,"8. In order to prepare and implement health plan according to the need of the district to bring about improvements in management, and to supervise and conduct the projects, health directorates will be gradually established for development regions.
"
7764,"9. The work of regularly supplying and distributing medicines and equipment in health institutions will be given special attention and impro vement in management will be emphasized. 10.
"
7765,"In order to maintain healthy atmosphere in villages and to control infections and epidemic diseases, emphasis will be given to environmental soundness, pure drinking water and cleanliness.
"
7766,"11. Health works will be encouraged and services will be gradually made available up to the lower level.
"
7767,"Programme
"
7768,"Basic Health Service:
"
7769,"Basic health service includes existing health problem and appropriate education on its prevention, knowledge about food and dieteties, drinking water and clean environment, family planning and maternity and child health service, vaccination against infections diseases, primary care of common diseases, provision of essential medicines, etc.
"
7770,"Basic health service is being provided through the medium of health posts at present at the rural level in an integrated manner under integrated community health service development project. In those districts where the services have not been integrated, these services are being provided through different projects.
"
7771,"The objective of gradually integrating health projects and providing basic health services will be continued in the Seventh Plan and program implemented under various projects will be gradually integrated.
"
7772,"a) Integrated Community Health Service Development
"
7773,"Health posts have been established in the form of basic unit of health service with a view to making available minimum health facilities to the maximum number of people in rural areas.
"
7774,"It is estimated that by the end of the Sixth Plan period the total number of health posts in the kingdom will be raised to 794 and each district area will have a health post.
"
7775,"In accordance with the policy to gradually integrate health posts and to provide Promotional, preventive and general health services through a single unit, 450 health posts in 23 districts are providing integrated health services so far partially and fully.
"
7776,"Under this, family planning service, collection of blood samples of malaria patients, treatment of tuberculosis and leprosy patients are provided in an integrated form along with various vaccines to children of 0-5 years and nutrition and other services.
"
7777,"While implementing integrated programme, the existing system of conducting in an integrated form selected health posts within the district will be ended and in the Seventh Plan integration will be adopted as a process to be implemented on a district wide scale.
"
7778,"Accordingly, only after the various projects conducted at the district level are integrated, all the health posts of that district will make available integrated service.
"
7779,"After the commencement of the decentralization plan, in close contact with the population and health coordination committee to be organized in district, the preparation of district health plan and health administration will be undertaken by district level units.
"
7780,"The target of the Seventh Plan is to study the services that will be integrated while implementing the interpretation programme, the need for technical and administrative manpower following the integration programme and to implement fully integrated service in additional 27 districts in a planned way during the plan period.
"
7781,"Thus, inclusive of the 10 districts where the integrated service was implemented during the Sixth Plan period, the integrated service will be in operation in 37 districts by the end of the Seventh Plan period.
"
7782,"In these districts, under the integrated programme during the Seventh Plan period, family planning service, vaccination to children, vaccination against malaria, tuberculosis, leprosy, nutrition and other services will be made available.
"
7783,"According to the programme to impart training to health technicians under health posts, training of community health cadres will be conducted at the ward level.
"
7784,"In order to make available to the rural people less expensive and effective health services in the context of mobilizing people's participation, the Seventh Plan has programmes to establish sub-health posts in addition to health posts that operate at area level.
"
7785,"Accordingly, in consolation with district panchayat, among health posts in the district one health post will be arranged as area level health post in every area.
"
7786,"In order to make effective the health services to be provided by rural health workers at door steps at the Parichayat level, provision will be made for sub -health posts.
"
7787,"Other health posts operating in the area will be converted into sub-health posts.
"
7788,"Seventh Plan has the target to establish 1300 to 1400 sub-health posts of this kind during the plan period.
"
7789,"These sub- health posts will serve as intermediatery between the area health post and the rural people and according to need, will provide service also at door steps in coordination with ward level health volunteers.
"
7790,"While determining the site of health posts, the place with service centre will be chosen.
"
7791,"In remote Himali and hilly districts it is difficult to establish health centre is and arrangements will be made for health sub-posts. Priority will be given to remote Himali and hilly areas for the establishment of health sub-posts.
"
7792,"In order to develop health service from the community level on the basis of more people's participation, arrangements will be made for ward level community health cadres in districts where the integrated program has been in implementation since the Sixth Plan.
"
7793,"These health cadres will be provided short-term training. Since they have been helpful in increasing health consciousness at the ward level, during the Seventh Plan provision will be made for community health cadres with priority in districts where new health sub-posts will be established as necessary.
"
7794,"For the fulfillment of the objective to prove health services to everybody by the year 2000, community participation will be given highest role to provide primary health service at the rural level and these sub-posts will serve as intermediatery between the community and health posts.
"
7795,"Local construction materials will be used as far as possible in constructing and maintaining health post buildings.
"
7796,"Programmes for the development of health sector have also been included in Mahakali, Karnali, Bheri, Rasuwa Nuwakot, Sagarmatha and the Kosi Hill are integrated rural development projects.
"
7797,"Medicines and equipment will be provided to health posts in Jumla and Surkhet under Karnali integrated rural development project, Under the Rasuwa Nuwakot project, them am provision for constructing eight health post and residential quarters will be constructed and medicine and equipment will be provided for 19 health posts.
"
7798,"Under Kosi hill am rural development project, building and residential quarters will be constructed for 14 health posts in Dhankuta, Bhojpur and Sankhuwa Sabha districts and arrangements will also be made for medicines and equipment.
"
7799,"b) Program under various projects:
"
7800,"In those districts where basic health programs have not been implemented in an integrated form health services am being available through various health projects.
"
7801,"In the Seventh Plan also, these services will be provided through separate projects until the program is integrated.
"
7802,"Family Planning and Maternity and On Welfare
"
7803,"The objective of the family planning and maternity and child welfare project is to reduce the adverse effect of population growth in economic and social development of the country to control population growth in a planned way to raise the living standards of the general public and to protect the health of pregnant women and children.
"
7804,"On the basis of the long-term objective to reduce fertility rate from 6.3 to 2.5 per thousand by the year 2000 according to national population policy, the Seventh Plan has envisaged the target to reduce fertility rate to 4.0 per thousand and the population growth rate to 1.9 percent.
"
7805,"For this purpose 2,925,000 couples will be provided family planning service during the plan period.
"
7806,"The target can be fulfilled only if the permanent and temporary devices of family planning service are given equal importance and the program is implemented in a very effective manner. For this purpose, arrangements will be made to five maximum emphases on target fulfillment through mutual cooperation and coordination among the concerned agencies.
"
7807,"The Seventh Plan has the target to make available family planning services to 1,547,100 couples including permanent vasectomy service to 300,700 couples and temporary device services to 1,246,400 couples. For this purpose arrangements will be made for 800 panchayat based health workers.
"
7808,"Further, the program includes provisions for imparting training to 3.580 health technicians necessary for implementing the projects refresher training to 5,875 personnel now engaged in family planning service follow-up survey of couples adopting family planning, devices under research and evaluation program, fertility and family planning survey, and information and publicity works relating to family planning.
"
7809,"Special program will be implemented to make available family planning services to young couples and resisting groups.
"
7810,"Under maternity and child welfare program health services will be made available to 289.400 pregnant and delivered women.
"
7811,"BCG, DPT vaccination will be provided to children below the age of five years and gripe water and nutrition program will also be implemented.
"
7812,"This program is under way in 48 districts of Nepal.
"
7813,"Health Education
"
7814,"This program has been implemented with a view to impart health education to the general public by means of information, publicity, training and seminar arrangements and to rouse, health consciousness among them.
"
7815,"During the Seventh Plan period also as in previous plan periods, various programs will be conducted to make the general public conscious of health matters, to develop the educational aspect of programs implemented in the health sector to disseminate health education and to impart health education to the general public to enable them to tender cooperation in health programs.
"
7816,"For this purpose, various works will be undertaken, including the production and distribution of education materials, strengthening of health education training seminars, information and publicity, cooperation to other institutions, inter-sectoral cooperation, etc.
"
7817,"Nutrition Program
"
7818,"The nutrition program has been in implementation since the Fifth Plan with a view to improving the nutrition status of children and women.
"
7819,"To bring about improvement in this situation, it is necessary to implement health as well as multisided programs.
"
7820,"For this purpose, the production of nutrition food should be increased proper distribution and utilization of the production is necessary and the purchasing power of the general public should also be increased considering these facts, preliminary works was started in the final year of the Sixth Plan to conduct multi-sided program.
"
7821,"During the Seventh Plan period, this program will be implemented in 45 districts of Nepal through hospitals, MCH clinics and health posts of integrated districts.
"
7822,"Accordingly, the Seventh Plan has targets to supervise the nutrition status of 59,000 children and to provide mal-nutrition treatment and 3,500 children treatment against worms to 22,000 children anti-blindness treatment to 8,000 children and treatment against anemia to 7,000 pregnant women. Further training on nutrition distribution of education materials will also be undertaken.
"
7823,"In addition to the regular program, multisided nutrition program will be implemented on a model form under joint nutrition cooperation programmes during the Seventh Plan.
"
7824,"Medical Service
"
7825,"In order to raise the standard of health services, emphasis has been placed on the development and expansion of preventive as well as curative services.
"
7826,"By the end of the Sixth Plan period, the number of hospitals in Nepal reached 81 and the number of beds reached 3,772.
"
7827,"On the basis of the population figures for the year 1985, this means one hospital for a population of 4,768 people.
"
7828,"For the purpose of developing medical service during the Seventh Plan period, hospitals have been classified into central, regional, zonal a district hospitals.
"
7829,"According to the level of hospitals, provisions will be made for beds, medicines, manpower, etc. the policy of making hospitals gradually self-reliant will be adopted.
"
7830,"According to this, the management of central level hospitals will be undertaken by the all powerful managing committee working under the policies of His Majesty's Government.
"
7831,"In order to develop Bir Hospital as a national hospital at the central level, the construction works now under way will be completed during the Seventh Plan period, 200 beds will be added and specialist services will be made available.
"
7832,"Provisions will be made for essential physical facilities in the infections disease a hospital at Teku.
"
7833,"Out patient department, cabin family quarter and oxygen plant building will be constructed during the Seventh Plan period for Kanti Children's Hospital which is the only children hospital in the country. 200 bed services will be made available from the Indra, Rajya Laxmi Maternity Hospital during the Seventh Plan period.
"
7834,"Hospital building and residential quarter will be constructed to add 50 beds for the Bhaktapur Hospital.
"
7835,"Provisions will be gradually made for regional hospital in all regions except the central region.
"
7836,"These hospitals will be managed by managing committee under the direction of His Majesty's Government.
"
7837,"For this purpose, the Seventh Plan will make additional provision for beds and facilities.
"
7838,"According to this, the 25 bed hospital in Dipayal, the first 50 bed phase of 150 bed hospitals in Surkhet and Dhankuta, and residential quarter construction will be completed and the Pokhara Hospital will be developed as a regional hospital.
"
7839,"In the process of increasing beds and facilities in zonal hospitals, hospital building and residential quarters will be constructed for adding 100 beds, to Kosi zonal hospital in Biratnagar, 50 beds each to Sagarmatha zonal hospital in Rajbiraj and Narayani zonal hospital in Birgunj, 25 beds to Mahakali zonal hospital in Kanchanpur ad 10 beds to Rapti zonal hospital in Dang
"
7840,"According to the policy to provide the services of at least a 15 bed hospital for each district, the number of districts with hospital facilities reached fifty by the end of the Fifth Plan.
"
7841,"Construction works were under way for providing 15 bed hospitals in additional 20 districts during the Sixth Plan period. These construction works will be completed during the Seventh Plan period and hospital services will be started.
"
7842,"Further hospital building will be constructed gradually to provide 15 bed hospital building will be constructed gradually to provide 15 bed hospital services also in remaining five districts of Kalikot, Dhading, Syangja, Dolpa and Humla where hospital services are not available.
"
7843,"District hospital will be the center of health post within the concerned district.
"
7844,"The Seventh Plan envisages a target to add 1030 beds by increasing the number of beds in existing hospitals and establishing new hospitals by the end of the Seventh Plan period.
"
7845,"In order to make medical services effective by determining service and facilities according to the level of hospitals, necessary infrastructure for the development of medical services during the Seventh Plan period will be built up on the basis of overall program.
"
7846,"According to this after the building construction works are completed for exiting and new hospitals, necessary, necessary arrangements will be made from the first half of the Seventh Plan period for manpower, equipment appliances and medicines that are necessary for enabling hospitals to provide medical facilities.
"
7847,"In order to develop and expand specialist services in hospitals on priority bvasis after studying existing services.
"
7848,"In places where specialist services have not been available especially in remote areas, services will be provided through mobile teams.
"
7849,"Under various integrated rural development projects, provisions will be made for medicines and equipment for district hospital in Baitadi, Darchula, Jumla, Surkhet, Siraha, Udayapur, Dhankuta, Bhojpur, Rasuwa, and Nuwakot.
"
7850,"Health Laboratory
"
7851,"Health laboratory services have been provided with a view to making the diagnosis of diseases effective and to identify poisonous and infections germs in food items.
"
7852,"The Seventh Plan has the target of making available the services of 23 district level laboratories and preliminary level laboratory services through 120 heath posts during the plan period.
"
7853,"The central laboratory in Teku will be developed at the national level and bacteriological, bio-chemistry immunological and vaseological services will be provided.
"
7854,"During this plan period, 300 personnel will be provided training in laboratory services and necessary manpower will be supplied to laboratories at district and health post level.
"
7855,"Improvement of Nursing Services The nursing services improvement program was started in the Sixth Plan period to mobilize in a consistent manner the services of nurses, sisters, assistant nurses and mid -wives who constitute an inalienable part of health service development, and to improve the standard of their services.
"
7856,"During the Seventh Plan period, for the improvement of nursing services personal record will be prepared of nurses working in various health institutions and they will be provided in-service training and seminars will be conducted for them. In order to involve local women in health services, 1,200 women workers will be provided health training.
"
7857,"In order to keep hospital environment clean, training will be conducted relating to this, and cleanliness program will be launched.
"
7858,"In view of the lack of health personnel in hospitals, assistant nurse mid-wives will be provided necessary training and engaged in hospital services. Ayurvedic Service
"
7859,"In accordance with the policy to develop Ayurvedic service as an integrate part of health service, efforts will be made to integrate this with basic health service.
"
7860,"In the proms of developing and expanding Ayurvedic service, 125 Aushadhalaya have been working by the end of Sixth Plan period.
"
7861,"The Seventh Plan has the target to establish additional 50 Aushadhalaya. Construction work for 15 bed hospital started in the Sixth Plan period will be completed and services will be provided from the hospital and the Seventh Plan period.
"
7862,"Construction works for out-patient department and some residential quarters for the Naradevi hospital will be completed and the standard of services will be raised.
"
7863,"In order to increase the supply of Ayurvedic Medicines, the Singha Durbar Vaidyakhana was be developed and extended during the Seventh Plan period.
"
7864,"Appropriate steps will be taken to impart training during the Seventh Plan period to supply manpower for the development of Ayurvedic system of treatment.
"
7865,"Health Promotional Service
"
7866,"Threat diseases and Criticism control :
"
7867,"The iodized salt distribution program has been in operation since the year 1972/73 in order to control goitre disease caused by the lack of iodine.
"
7868,"In order to control goitre disease and to promote the physical and mental development of people from the goitre affected areas, this program is being implemented in 20 districts of Himali and northern areas where this disease is rampant. The Seventh Plan has the targets to distribute 75,000 quintal salt in districts of northern area, to establish Iodization, plant in six places, Birgunj Biratnagar, Bhiamwa, Nepalgunj, Dhangarhi and Janakpur, and to construct godown houses in 12 places in Janakpar, Taulihawa, Dhankuta Tikapur, Kailali, Dang, Dipayal, Dhangadhi, Helambu, Solu, Mustang, Achham and Chaurajhari Rukum.
"
7869,"Distribution of iodized salt alone is not sufficient for the control of throat disease; iodine vaccination has been started since the year 1979 for its immediate prevention and to save the infants to be born in the future from dumbness, retardation and conditions of mental devility.
"
7870,"The Seventh Plane has the target again to provide vaccination in 23 districts and to provide the service to 90 percent of the people in the northern region.
"
7871,"Blindness prevention project:
"
7872,"With the objective of providing treatment against blindness that is curable or can be prevented, the blindness prevention project has been in operation since the Sixth Plan period.
"
7873,"The national blindness survey completed in the first year of the Sixth Plan revealed that 0.84 percent of the total population of the kingdom of Nepal were suffering from blindness.
"
7874,"The Seventh Plan has the targets to implement special program in areas where eye patients are, wide spread, to control eye diseases, and to prevent the jiropathalmia disease caused by the lack of vitamin A.
"
7875,"For this purpose, new hospitals will be established, eye section at the tonal hospital will be strengthened, basic eye service will be provided in every district hospital and provisions will be made for eye assistants.
"
7876,"In the Seventh Plan also just as in the Sixth Plan, programs will be implemented to impart training, conduct camps, provide education, and expand medical services for eye treatment, to establish eye bank and to start spectacles producing industry gradually in every development region.
"
7877,"Junotic disease control:
"
7878,"For the prevention of diseases that are communicated to human beings by birds and beasts, this project has been under way since the year 1979/80 to study, investigate and identify the disease contaminating parasites and to diagnosis, prevent and control such diseases.
"
7879,"During the Seventh Plan period, survey will be conducted for vim encephalitis disease, the blood, samples of human beings and birds and beasts will be collected and tested, research will be conducted on the nature of the disease, insecticides will be used, vector mosquitoes will be studied and provisions will be made for appropriate vaccination.
"
7880,"Pig vaccination will be conducted.
"
7881,"Steps will be taken for serological survey of brucellosis disease, blood samples will be collected and tested and preventing measures will be taken. Program will be prepared for epidemiological survey and studies for the prevention of plague in Terai districts.
"
7882,"Information and publicity works will be conducted and training, seminars and health education will be undertaken.
"
7883,"Necessary laws will be enacted for protection from birds and beasts.
"
7884,"Survey will be conducted and anti-snake venom will be made available for treatment of snake bites.
"
7885,"Rabies control:
"
7886,"Since the incidence of rabies disease is increasing because of mad animal bites, rabies control project has been under way since the Sixth Plan for the prevention of this disease.
"
7887,"During the Sixth Plan period, programs were undertaken to register domestic dogs, eliminate stray dogs and to provide free vaccination.
"
7888,"During the Seventh Plan period, this program will be expanded, cold chain system will be applied, and the service will be expanded by providing vaccine in additional districts, indigenously produced vaccine will be used in the treatment of rabies disease.
"
7889,"Environmental health:
"
7890,"With the objective of reducing the incidences of disease caused by environmental pollution, the environmental health program has been in operation since the Sixth Plan period.
"
7891,"This program includes provisions for safe drinking water, elimination of evacuated articles and refuge, inspection of polluted food items and other provisions for the prevention of pollution.
"
7892,"The Seventh Plan provides for making arrangements for refuge pits, urinals and evacuation s, drainage system, helping maintain cleanliness in localities and streets and for necessary legislation for preventing dirt here and them, The cooperation of health posts, sub-posts and health cadres at ward level will be provided for helping in the work of maintaining personal cleanliness, for keeping hospitals and other health institutions clean and free from dirt, for maintaining environmental purity, etc.
"
7893,"Cooperation and coordination will be brought about also in the activities of other sectors related with pollution control.
"
7894,"Infections diseased, information, diagnose and control:
"
7895,"The objective of this program is to save the general public from pre-mature death by controlling and preventing infections diseases, to study the status of the disease incidence, to collect statistics of differ, diseases, to develop health indicators and to provide necessary information of health status for project preparation and implementation.
"
7896,"The Seventh Plan has programs to collect health statistics from 75 districts of the country, to make disease coding according to international practice in disease classification, to strengthen infections disease surveillance system in additional 15 districts and to implement necessary measure for preventing epidemic disease.
"
7897,"The disabled rehabilitation program:
"
7898,"The survey conducted in pursuance of the program of the international year of the disabled has revealed 4 percent of the total population of Nepal to be, disabled.
"
7899,"Rehabilitation service has become necessary for most of them.
"
7900,"The disabled rehabilitation project will be implemented during the Seventh Plan period for the rehabilitation of disabled people.
"
7901,"The objective of this project is to identify the disabled persons at the rural and community level, to impart them education and vocational training, to provide treatment and artificial limbs and to make them capable and productive.
"
7902,"The program will be started in Bara and Parsa, districts and extended to six districts during the plan period inclusive of Bra and Parsa.
"
7903,"Under this, health workers will be trained, training materials will be prepared, and less expensive appliances will be produced and used.
"
7904,"By the end of the program, about 5000 disabled persons will be provided treatment, artificial limbs and vocational training and will be rehabilitated.
"
7905,"The private sector will be encouraged for undertaking activities to rehabilitate the disabled.
"
7906,"Deafness control:
"
7907,"A comprehensive survey has not been made of ear patients so far.
"
7908,"During the Seventh Plan period, such a survey will be conducted, manpower will be provided for the treatment of the disease, and health education and preventive services will be provided for saving people from being deaf.
"
7909,"Medical provision
"
7910,"The main objective of this project is to make available to the general people effective medicines of good quality, to maintain standard and ensure supplies of medicines of high quality, prohibit the sale and distribution of poisonous and spurious drugs.
"
7911,"The Seventh Plan has program to implement medical laws and rules throughout the country, to prepare and implement national medical policy, to determine the quality of imported medicines and to register them.
"
7912,"In order to make available necessary medicines regularly to health institutions that are increasing in districts, zonal medical store will be established during the Seventh Plan period and arrangements will be made for medical supplies.
"
7913,"Further, equipment necessary for health institutions will also be arranged by zonal medical store.
"
7914,"Miscellaneous Program
"
7915,"This project has been in implementation since the Fifth Plan with a view to strengthening plan and program preparation of health sector, During the Seventh Plan period.
"
7916,"Data Bank will be expanded, clearing house will be established and national health information will be developed and strengthened.
"
7917,"Computer technology will be developed and strengthened to bring about effectiveness in program preparation and evaluation works.
"
7918,"Provisions will be made for training studies etc. under special program to supply efficient and skilled manpower for planned development of health sector.
"
7919,"During the Seventh Pan period, research and survey works will also be undertaken that will be helpful to health plan preparation and implementation.
"
7920,"National health Information service:
"
7921,"Health information service program was implemented in the Sixth Plan to make available books, papers and journals and information services necessary for enhancing the standard of research.
"
7922,"The Seventh Plan provides for publishing documents and newsletter preparing list of articles on health, publishing articles on health and imparting training.
"
7923,"Medical research: Medical research project has been undertaken with a view to helping in the work of strengthening health and medical services by conducting research to solve the problems that have come up or will come up in the future in medical and public -health sector.
"
7924,"Under this project, approval will be given for research on priority basis after studying methodology, training and research proposal so as to avoid duplication in research and help bring about uniformity in research works.
"
7925,"During the Seventh Plan Period research works will be published on various subjects relating to medicine and public health.
"
7926,"Various problems relations to construction that came up during the implementation process in health service sector will be gradually solved.
"
7927,"For this purpose organizational improvement in construction and maintenance during the Seventh Plan period.
"
7928,"In order to bring about effectiveness in the construction works for health institutions located in districts, construction units will be gradually established in every regional directorate.
"
7929,"For this purpose, arrangements will be made for technical manpower, engineering machinery and means of transportation and the related manpower will be imparted training.
"
7930,"In view of the prime importance of the healthy manpower for the development of the country, the drinking water and sanitation programmes have been launched since the past periodic plans with the objectives of supplying the pure drinking water as the basic needs of the people and of creating the healthy manpower and clean environment.
"
7931,"Specialty in the mountain regions, water sources are usually long way off and lots of time and energy are spent on fetching water. As majority of population am deprived of pure drinking water, special attention should be given to the supply of pure drinking water in view of its adverse effects on health.
"
7932,"Though it was realized in previous plans, facility of pure drinking water could not be provided to the majority of people because of the scarcity of means and resources.
"
7933,"In the context of our commitment to the ""Health for all by 2000"" and the ""Drinking Water and Sanitation Decade, 1981-90"" need to realize drinking water projects is obvious.
"
7934,"In view of equal necessity of environmental cleanliness for the peoples health, the sewerage and sanitation should be gradually extended within limited resources and means, specially in arm with increasing urbanization. Due priority should be given to create awareness to the need of sanitation even in the rural areas.
"
7935,"Achievement of the Sixth Plan
"
7936,"The Sixth Plan had targeted to provide drinking water facility to 4.13 million Population consisting of 3.87 million in rural areas and 26 million in urban areas.
"
7937,"In rural water supply, projects under the Department of Drinking Water Supply and Sewerage provided drinking water to an additional 754 thousand and those under the Ministry of Panchayat and Local Development to additional 533 thousand populations within the first four years of the Sixth Plan.
"
7938,"For urban population the target was to provide drinking water facility to additional 263 thousand population, while the facility extended to 222 thousand population in the first four years of the plan. OIn the final year of the plan it will be extended to another 41 thousand population and the achievement is likely to meet the target.
"
7939,"Regarding sewerage facilities 313 thousand population in urban areas will receive this facility by the end of the Sixth Plan.
"
7940,"Problems in the Plan Implementation
"
7941,"In the Sixth Plan following problems cropped up during the implementation of the programmes, of water supply and sewerage: a.
"
7942,"Lack of sufficient technical manpower for implementing the projects.
"
7943,"b. Lack of financial resources.
"
7944,"c. Lack of construction material resources and the problem of transport for the projects in remote arms.
"
7945,"During the Seventh Plan following efforts will be made to solve these constraints: 1.
"
7946,"Special emphasis will be given to fulfil the needs of technical manpower and to mobilise them by arranging training and up-grading training.
"
7947,"2. Available air services in remote areas will be utilised to transport construction materials.
"
7948,"3. In the execution of water supply projects necessary construction materials will be made available and the projects made economical through the mass participation of the local panchayat and the beneficiaries in their implementation.
"
7949,"Objectives, Policies and Programme of Seventh Plan
"
7950,"The programme to achieve ""Health for All by 2000 will be meaningful and successful only if potable water could be made available to all.
"
7951,"Contaminated water and unhygienic environment am the root causes of almost all kind of diseases in developing country like ours. So, need to accord special priority to programmes of drinking water and sanitation is quite clean In line with our commitment to the ""Water Decade 1981-90"" and incorporation of drinking water as me of the basic needs, its supply has been gradually managed within the limited resources and means.
"
7952,"Yet, because of several problems the population covered by the facility of piped drinking water has stood at 22.4 percent only by the end of the Sixth Plan.
"
7953,"In the Seventh Plan, it is deemed essential that programmes be implemented to provide piped drinking water facility to almost all rural people.
"
7954,"Hence the efforts will be made to provide drinking water facility to nearly 67 percent of the country's population according to the Drinking Water and Sanitation Decade targets by the end of this plan. In addition sewerage and sanitation programmes will be implemented.
"
7955,"Objectives
"
7956,"In the Seventh Plan, the drinking water supply and sewerage programmes have the following objectives:
"
7957,"1. In connection with the provision of basic necessities, drinking water facilities will be provided to majority of population.
"
7958,"2. To provide the sewerage system in urban arms and to communicate on environmental education in urban and rural areas.
"
7959,"For fulfilling the basic needs of pure drinking water following policies and strategies will be adopted during the Seventh Plan to attain the above objectives.
"
7960,"Policies
"
7961,"1. Efforts will be made to argument the supply of potable water which is one of the basic needs, and the programmes connected with it will be extended in scope and coverage.
"
7962,"In this connection, priority will be given to those rural areas where water is not available.
"
7963,"2. Stress will be laid on the essentials of purification in drinking water projects of urban areas.
"
7964,"3. More co-ordination will be sought among agencies involved in drinking water projects.
"
7965,"4. Rural drinking water projects will be implemented more economically mobilizing local labour, skill and resource so as to benefit maximum number of people.
"
7966,"1. Arrangements will be made for the operation of village level small and medium-scale completed projects through local agencies.
"
7967,"2. Special attention will be given to curtail the operation expenses and the construction of the physical facilities while implementing drinking water projects.
"
7968,"3. Emphasis will be given in the execution of drinking water projects on the basis of local participation utilising local labour skill and resources and with the support of necessary construction materials and technical help and stress will be given to construct taps, ponds and wells.
"
7969,"4. For the , long-term drinking water project will be designed and on its basis the programme will be implemented.
"
7970,"5. Emphasis will be put on the proper operation, maintenance and maximum utilization of the projects already commissioned. Pilferage will be controlled and prevented and legislative measures will also be introduced as required.
"
7971,"6. In prominent urban areas, sewerage system will be gradually installed and the drains of all houses will be connected with this system as far as possible through private participation.
"
7972,"In order to arouse mass consciousness towards sanitation necessary publicity, information and motivation programmes will be launched.
"
7973,"8. Local panchayats will be activated to launch mass educational and informational programmes about public toilets in order for the town panchayats to run sanitation works regularly and systematically in the town areas.
"
7974,"Emphasis will be given to the distribution of private drinking water taps in semi-urban and densely populated rural areas.
"
7975,"12.
"
7976,"In the distribution of public water taps specially in the mountain areas provision will be made to fix twin faucets in one tap using pressure action faucets in spite of immobile ones. 13.
"
7977,"Approach will be taken to incorporate by stages the district level projects so far included in the central level projects while formulating annual plans and programmes.
"
7978,"Target of the Seventh Plan
"
7979,"While formulating the Seventh Plan special attention will be paid to the programmes of the Water Supply and Sanitation Decade and the facility of potable water will be extended to 69 percent of the population at the end of the Seventh Plan and from limited resources and means.
"
7980,"According to the programme, 67 percent of rural areas and 94 percent of urban areas will enjoy the facility of drinking water.
"
7981,"To attain the above objectives, 9,362 thousands of additional population will be provided with the drinking water facilities. Of this, the Department of Water Supply and Sewerage under the Water Resources Ministry will provide this facility to 4,508 thousand, the Drinking Water Supply and Sewerage Corporation to 300 thousand and the Ministry of Panchayat and Local Development to 4,464 thousand population.
"
7982,"In addition to this, designs of rural projects commissioned in the Sixth Plan were made to serve for another 10 to 15 years both in respect of water supply and for increase in population. As a result, these projects will serve approximately 90 thousand of the, increased population in the Seventh Plan in the project areas.
"
7983,"Thus during the Seventh Plan period additional 9362 thousand people will get the benefit of drinking water facilities, By the end of the Seventh Plan 13.1 million population will be benefited by the piped drinking water, supply facilities inclusive of 3738 thousand people having this facility by the end of the Sixth Plan. This comes to 69 percent of the population.
"
7984,"Of the beneficiaries in the Seventh Plan, 9024 thousand people will be in rural areas and 338 thousand people in urban areas. Outlines of the Programmes for Implementing the Seventh Plan
"
7985,"1. Continued Projects from the Sixth pin (piped drinking water):
"
7986,"These 89 projects which were initiated in the Sixth Plan will be completed by the Seventh Plan.
"
7987,"From these projects 261 thousand population will benefit.
"
7988,"Furthermore 17 foreign aid projects in the Eastern Development Region will be completed and 63 thousand people will be provided with the drinking water facilities.
"
7989,"2. Tubewell Projects
"
7990,"Special emphasis will be placed on digging of the shallow tubewells, as the groundwater is easily available and dependable in the rural areas of the Terai region.
"
7991,"During the plan period installation of shallow tubewells will further provide drinking water facility to 2600 thousand population.
"
7992,"Consumers committees and local panchayats will be mobilised to implement these projects with the construction material and technical services made available.
"
7993,"Moreover, deep tubewells will be installed and drinking water supplied in semi-urban and densely populated areas.
"
7994,"In the Seventh Plan 133 thousand population will be benefited by drinking water supply after completing 9 on-going projects of the Sixth Plan and additional 5 deep tubewells.
"
7995,"3. New Rural Pipe Drinking Water Projects
"
7996,"During the plan period, the piped water from 13 new drinking water projects will be supplied to 1,325 thousand population.
"
7997,"While implementing new projects of pipe water supply in rural areas, priority will be accorded to the feasible projects out of the projects studied for feasibility. In addition, projects for which feasibility studies have not been conducted, such studies will be conducted and feasible projects will be gradually implemented.
"
7998,"In the implementation of such projects, rural areas with scanty supply of drinking water will be ordered priority.
"
7999,"Efforts taken by the got is not sufficient to provide the drinking water supply to the maximum number of people from the limited resolution. Therefore in the implementation of such projects, local labor, skill, resources and technology will be mobililsed to the maximum.
"
8000,"Consumers, committees and local panchayats will be involved in this endeavor.
"
8001,"From the government level necessary construction materials and technical services will be made available for the implementation of such projects.
"
8002,"4. Reforms, Renovation and Extension
"
8003,"The traditional natural sources like taps, ponds, wells were meeting some of drinking water requirements in many parts of the Kingdom. It is necessary to conserve and improve these traditional sources and maintain their services.
"
