,0
2122,"नेपालमा गएको विनाशकारी भूकम्प जसले करीब ९००० जनाको ज्यान लियो, विश्वको सर्वोच्च पर्वत र यसका आकांक्षीहरुलाई समेत छोडेन
"
2123,"अल्धाह्र डाँडामा अहिले हिउँ परिरहेको छ र जमीन सेतो भएको छ
"
2124,"जब सेबिनका सदस्यहरूले दिया र सोतोको घरमा खानतलासी लिए लुज मेली रेएजले उक्त्त स्थानबाट प्रत्यक्ष जानकारी दिइन्। 
"
2125,"बंगलादेशको बजारमा उपलब्ध स्यानिटरी न्यापकिन महंगा छन्। विदेशी निर्मित एउटैको १२० बङ्लादेशी टाका (अमेरिकी डलर १.५०) भन्दा बढी पर्दछ किनकि आयातमा साठी प्रतिशत अतिरिक्त कर समावेश गरिएको हुन्छ। 
"
2126,"फिचर्ड कलेक्टिभ्सबाट लिइएको जार्नी फ्योको फोटो। नवशिकारुहरू। लाशियो, शान राज्य, म्यानमार। २०१५। सिसि लाइसेन्स 
"
2127,"म घर बाहिर त्यति ननिस्के पनि यो धुवाँ र तुवाँलोको कारण अस्वस्थ अनुभव भइरहेको छ। कसैले यसको बारेमा केही गरिरहेको छैन। 
"
2128,"युनेस्कोका अनुसार, जापानमा आठ भाषाहरू गम्भीर संकटमा छन् तीमध्ये आइनु भाषा सबैभन्दा उच्च जोखिमको सूचीमा छ
"
2129,"स्क्रीनक्याप एन्ड्रिउ जोन्स प्रोडक्सन्स को युट्युब च्यानल
"
2130,"तीन-न्यायाधीश प्यानलले बताए अनुसार यस्तो मूल्याङ्कन पर्यावरण मूल्याङ्कन नियमनको मापदण्डमा आधारित हुनुपर्छ, जुन बिषय अहिलेसम्म थिएन। 
"
2131,"यी भेटिएका तस्वीरहरूको थप परिक्षण जरुरी छ, तर पेरुको टुरिज्म पोर्टलले यी कलाकृति इन्काहरूभन्दा पनि पहिलेको हुनसक्ने रिपोर्ट गरेको छ:
"
2132,"ब्रशेल्सको एउटा पार्कमा स्थापना गरिएका सेता पुतलीहरू
"
2133,"हङकङ नेताको फेसबूक पेजमा आक्रोशित इमोजीहरूको बाढी
"
2134,"दोप्दी, लघु कथा
"
2135,"जबकि अनुधारा सेन गुप्ताले मानिसहरु जो आफ्नो उपभोग गर्ने आदतमा व्यक्तिगत जिम्मेवारी लिन सक्षम छन् उनीहरुलाई फेसबुक मा आग्रह गरिन्: 
"
2136,"तलका चित्रकला तोद्योने नाम गरेका कलाकारका हुन्
"
2137,"यस देशमा भात प्रमुख खाना हुनुका साथै एशियाका धेरै भागहरूमा पनि प्रमुख खानाको रुपमा रहेको छ
"
2138,"नेपालका कामीरिता शेर्पाद्वारा २२ औं पटक सगरमाथा आरोहणको कीर्तिमान 
"
2139,"साओ पाउलोको उत्तरमा रहेको माइरिपोरामा हरेक वर्ष भित्तेचित्रकारहरूको ठूलो जमघट हुने गर्दछ। चित्रकार कार्लिन्योस रूट्सले यसको व्यवस्थापन गर्ने गरेका छन्। तलका दुई चित्रहरू सन् २०१५ मा भएका दुई सम्मेलनमा तयार पारिएका थिए। यस शहरको मुख्य सीढी पुनर्निर्माणका बेला यी चित्र बनाइएका थिए। 
"
2140,"त्यसपछि कम्पनीले नेपाली मसला टिमुर प्रयोग गरिएको बियरको प्रचारलाई रोक्ने निर्णय गर्यो। बियरका राजा! होइन। वीरेन्द्रलाई वाथ भएको थियो त्यसैले कुण्ठित स्विस हिप्पीहरूको समूहद्वारा फ्लेवर अफ द मन्थ भन्दै प्रचारित गरिएकाले संदेहपूर्ण सम्मानको आनन्द लिने थिएनन् होला। 
"
2141,"उनीहरूले पत्रकार मार्को रुइज, लुज मेली रेएज र फेदेरिको ब्ल्याकतर्फ आफ्ना हतियार ताके। 
"
2142,"त्यस बेलाको अद्भूत ध्वनि सन् १९२९ ताकाको अत्याधुनिक मुभीटोन क्यामेरामार्फत रेकर्ड गरिएको थियो। 
"
2143,"२०१२–२०१३ को जाडो याममा (वरपरको वातावरण न्यानो पार्नुपर्ने बेला) सो विद्यालयले ६००,००० सोम ८,००० अमेरिकी डलर जति खर्च गर्यो, जबकि त्यस्तै विद्यालयहरूले २,५००,००० सोम ३३,६०० अमेरिकी डलर जति खर्च गरेका थिए, साथै ५३ प्रतिशत कम ऊर्जा खपत गर्यो
"
2144,"एकजना मानिस आङ् बानस्थित सामुदायिक पानी टन्कीमा पानी भर्दै
"
2145,"करमानको खाजू मार्गमा अवस्थित वाल अफ काइन्डनेस, खाजूको चौबाटो अगाडि, बायाँतिर करमानको याल्दा वाल अफ काइन्डनेस
"
2146,"एक महिना (३१ दिन) मा प्रत्येक दिन फरक अध्यायहरु पढेर सुनाउँदछन्
"
2147,"अन्य देशहरुमा भएका युद्ध मृतकका बारेमा दुवैले कुनै प्रसंग उल्लेख गरेनन्। 
"
2148,"ओपोराजेयो बंगलादेश सडक बालबालिकाहरुका लागि काम गर्दछ
"
2149,"तस्वीरमा उनलाई अन्तिम पटक संपर्क गरिएको र उनको अन्तिम ट्वीटको समय देख्न सकिन्छ। 
"
2150,"यसलाई सम्बोधन गर्न म बालबालिकाहरू आफ्ना मातृभाषा र बहुसंख्यक भाषाहरू दुबैमा साक्षर हुँदाको परिणामस्वरूप उनीहरुलाई शैक्षिक, मनोवैज्ञानिक एवं सामाजिक लाभ प्राप्त हुने कुरा सेयर गर्दछु। 
"
2151,"अनुमति लिएर प्रयोग गरिएको अन्तिम गन्तव्यको मतलब नगरी संस्थागत अन्तर्देशीय साझेदारी ""संयुक्त युरोपभित्र राष्ट्रिय पहिचान"" अनुरुप सन् २०१६ मार्चभित्र पहिला स्कोप्जे (म्यासेडोनिया), त्यसपछि भिदिन (बुल्गेरिया) र बुजाउ (रोमानिया) मा यात्रा प्रदर्शनी गरिनेछ
"
2152,"सरकारले स्थापित गरेको सौर्य ऊर्जा प्यानलले सुम्बा द्वीपस्थित वीपातन्दो गाउँका ३६ घरधुरिलाई ऊर्जा दिन्छ। तस्वीर - फ्लिकर प्रयोगकर्ता एसियाली विकास बैंक। CC-BY-NC-SA 2.0 
"
2153,"स्थानीय बजारमा दुई दशकभन्दा बढीको सफलता प्राप्त गरेको यो पेयपदार्थ यस मध्य एशियाई मुलुक जतिकै पुरानो छ यो अब छिमेकी कजाखस्तान र रूसमा पनि पाउँन सकिन्छ जहाँ १० लाखभन्दा बढी किर्गिज प्रवासी बस्छन् र काम गर्छन्
"
2154,"विभिन्न व्यक्तिहरूले यस अवस्थाबारे ट्वीटरमा प्रतिक्रिया जनाए: 
"
2155,"आजका नेताहरु र व्यवसायीहरु तथा विद्यार्थीहरुलाई युद्धबारे थाहा हुँदैन। 
"
2156,"ह्वाइट बटरफ्लाई प्रोजेक्टको फेसबूक पेजबाट लिइएको तस्वीर
"
2157,"केही झन मनमोजी खालका छन्: 
"
2158,"सेतो चामलको खाना कम खाँदा मधुमेहको जोखिम पनि कम हुने जानकारी आम जनतामा केवल सुझाव मात्रै दिइएको भन्दै एचपिबिले प्रष्ट गरेको छ
"
2159,""" यो मेरो लागि पुनर्जन्म थियो
"
2160,"त्यस ताकाका पुलहरूमध्ये क्वस्वाचाका वा क्वेसुवाचाका (केचुआ भाषामा ""डोरीको पुल"") कुस्कोको दक्षिणी भेगमा अवस्थित कानास प्रान्तमा रहेको अपुरिमाक नदीको साँघुरो भागमाथि अहिलेसम्म विद्यमान छ। 
"
2161,"बाढी जान सक्ने क्षेत्रहरु र तटीय तल्लो भू-भागहरुका निम्ति भारी वर्षा विपत्तिजनक थियो तर निश्चित रुपले सुक्खा खेत र देशको पश्चिमका ग्रामीण समुदायहरुको निम्ति भने उपयोगी थियो
"
2162,"प्रमुख जापानी इन्टरनेट मेम-सेयरिङ समुदायका एक सदस्य मातोमे नावेरले रेल गुड्ने प्रतिक्षामा बसेका मानिसहरुले ट्विट् गरेका लोकप्रिय पोष्टहरु चयन गरेका छन् जसले राजधानीको सबभन्दा व्यापक सेयर भएको अनुभव बारेमा विभिन्न मानिसहरुको विवरण चित्रण गर्दछन्
"
2163,"शिक्षाविद् दानिश शेख फेसबुकमा लेख्छन्: 
"
2164,"तस्वीर: नेभिन थम्पसन। 
"
2165,"तस्वीर सौजन्य: न्याप्रोमिएनिओवानीको फेसबूकबाट। 
"
2166,"र ग्वायानाजिसको सबवे स्टेशनमा तोद्योनेले सबवेका झ्यालवरिपरि रेलका डब्बा बनाएका छन्
"
2167,"जापानी वर्षा ऋतुमा केही दिन पहिलेदेखि नै रेकर्ड तोड्ने वर्षा भइरहेको थियो, तीव्र वर्षाको स्वरुपले जापानको मौसम विज्ञान प्राधिकरणलाई विशेष गरी पश्चिमी जापानमा जुलाई ५, बिहीवारका दिन अनियंत्रित बाढी आउन सक्ने भविष्यवाणी गर्न प्रेरित गरेको छ। 
"
2168,"जुन चाहि स्टलले बढी कमाउला त्यसले जित्नेछ। 
"
2169,"श्रीषासँगको मेरो भेटको केही दिनपछि नेपाली नयाँ वर्षका लागि जम्मा भएका उनका विस्तृत परिवारसँग म पनि शामिल हुन्छु। उनीहरूले उनीहरूको पुरानो घरसँगैको छाडिएको घरको तेस्रो तल्लामा सानो अध्याँरो कोठामा लग्छन्। 
"
2170,"तथापि, वनस्पती विज्ञ रोबी ब्ल्याकहल-मिल्सको गार्जियनमा प्रकाशित हालैको लेख अनुसार 'होलबेल’ कोपेनहेगन बोटानिक गार्डनका निरीक्षक फ्रेड लुइस होलबेलको नामबाट लिइएको हो। 
"
2171,"वाल अफ काइन्डनेस: कपडाको खाँचो भएकालाई सहयोग गर्ने गजबको प्रयास
"
2172,"कुनै गड्बडी नभएसम्म किलिमान्जरो आरोहणको मात्रै अनुभव भएका मानिसहरुले पनि विशेस अनुभवको दावी गर्नेछन्
"
2173,"तपाईंले चिताएको भन्दा धेरै चाडो मोटाउनु हुनेछ
"
2174,"ट्वीटर अकाउन्ट वल्र्डवारटु इन एशियाले एशियामा भएको युद्धको लाइभ ट्वीट उपलब्ध गराउने लक्ष्य लिएको छ
"
2175,"रुखो पहाडी भू-भाग र छरिएका बस्तीहरुका कारण सन् २०१० भन्दा पहिले यहाँका केवल २५ प्रतिशत बासिन्दाहरूलाई मात्र बिजुलीको पहुँच थियो
"
2176,"अन्तरवार्ताका दौरान यी पात्रहरूले आफूले किन टोक्यो बस्ने निर्णय गरे र जापानमा अश्वेत हुनुको अर्थ बताउँछन्। 
"
2177,"यसका नयाँ रंगहरूले गर्दा ग्वायानाजिसको ट्रेन स्टेशनको फूटब्रीजबाट ओहोर दोहोर गर्ने बासिन्दाहरूको संख्यामा वृद्धि भएको छ
"
2178,"अमेरिकामा युवाले देश चलाउछन्
"
2179,"साथै एसिड आक्रमणमा जीवितहरुका लागि सुविधा बढाउन मार्च ७ मा भारत कै पहिलो यस प्रकारको स्वास्थ्यलाभ केन्द्रको आरम्भ गरिन्। 
"
2180,"तथापि भारतले यो कार्यक्रम लागू गर्न बाँकी छ। 
"
2181,"त्यसपछि जब तिनीहरूको स्वास्थ्य बिग्रिनेछ, तिनीहरूले आफ्नो हिस्टेरिया, अज्ञानता र आफ्नालागि सोचविचार अथवा अन्वेषण गर्ने असमर्थताबाहेक सबैलाई दोष दिनेछन्
"
2182,"उनले चाँडै नै नासा छोडिन्, कानून अध्ययन गर्न गइन् र एक वकील बनिन्। आजका बालिकालाई प्रेरित गर्नको निमित्त जागरूकता बढाउन महिला वैज्ञानिकहरुका लागि महत्वपूर्ण छ। 
"
2183,"ह्याशट्याग व्यंग्य: #UnfairAndLovely
"
2184,"विश्व पानी दिवसमा जमैकाका ""हरित"" उद्यमी जोभन इभान्स आफ्नो आविष्कार प्रदर्शन गर्दै। फोटो सौजन्य - इभान्स 
"
2185,"क्रियटिभ कमन्स (CC) लाइसेन्सले सिर्जनात्मक कार्यहरू साझेदारी गर्न सहजिकरण गर्दछ। सिसिजिरो सबैभन्दा खुल्ला किसिमको लाइसेन्स हो र यसले सर्जकलाई श्रेय नदिइकनै प्रयोगकर्ताहरूलाई मूल तथा व्युत्पादित संस्करणको प्रयोग, साझेदारी तथा व्युत्पादित संस्करण बनाउने अधिकार दिन्छ र व्यावसायिक रूपमा पनि प्रयोग गर्ने अधिकार दिन्छ। 
"
2186,"ट्वीटरमा दोश्रो विश्वयुद्ध बेलाका चीन र जापानका फोटोहरू चुङ्किङ्ग, सन् १९३७-१९४५ का दौरान चीनको युद्धताकाको राजधानी, यहाँ १९४४ मा र रङ्गीनमा
"
2187,"तपाईले यस अकाउन्टलाई फेसबूकमा पनि पछ्याउनसक्नुहुन्छ। 
"
2188,"अहिले उनी चन्द्रमामा छन्
"
2189,"यहाँ यस्तो पाखंडपन छ कि जब ८८ प्रतिशत भारतीय महिलाहरु कपडा प्रयोग गरिरहेकाछन् भन्दै विदेशी संगठनहरु भारतमा स्यानिटरी न्यापकिन समावेश गर्न आवश्यक भएको प्रचार गरिरहेकाछन्, आफ्नो देशमा पर्यावरणीय कारण देखाएर पुन: प्रयोग गर्न मिल्ने कपडाको प्याड र रजस्वलाको कपहरुलाई बढ़ावा दिइरहेका छन्
"
2190,"जिकासम्बद्ध रोग विश्व स्वास्थ्य संगठनको लागि संकटकाल हो 
"
2191,"कथा समाज जोड्ने पर्खालको
"
2192,"यो बहस चलिरहँदा, फोटोग्राफरहरु सुनिल शर्मा र अर्चना श्रेष्ठले खिंचेका तस्वीरहरुमा स्वस्थानी व्रतकथा र माधव नारायण पर्वका झलकहरु हेरौं
"
2193,"सन् १९२९ ताकाको क्योटोको वास्तविक ध्वनि सम्मिलित दुर्लभ फिल्म फूटेज 
"
2194,"साधारणतया विमान परिचारकले भन्छन्, “हामीसँग उड्नु भएकोमा धन्यवाद।” जब म उनीहरूलाई भेट्छु म भन्छु, “मसँग उड्नु भएकोमा धन्यवाद।”
"
2195,"केही अगाडि उनले काठमाडौंको बागमती नदीको पूलमुनि यस पवित्र नदीलाई अनियन्त्रित प्रदूषणबाट छुटकारा दिलाउने आशा व्यक्त गर्दै सेता पुतली स्थापना गरेका थिए
"
2196,"रस्सीको जाल जंगलको पक्षीलाई पासोमा पार्नको निमित्त थियो र झोला पासोमा परेका पक्षी बोक्नलाई थियो। 
"
2197,"द्वीपहरुको भू-भाग र पृथक गाउँहरुको कारणले गर्दा, सबै बासिन्दाहरुलाई विध्युत उपभोगका लागि पावर लाइन स्थापना गर्न अमेरिकन डलर २२ हजार प्रति किलोमिटर ( ०.६ माइल ) लागत पर्न जाने इन्डोनेशियाली राष्ट्रिय ऊर्जा सेवा संस्थानले अनुमान गरेको छ सुम्बामा केन्द्रीय विध्युत शक्ति सेवा संस्थान स्थापना गर्ने विचार एजेन्सीको लागि धेरै महँगो पर्नेछ
"
2198,"“समष्टिगत विकासका लागि स्थानीय र राष्ट्रियस्तरका नीतिनिर्माताहरूले न्यायोचित समृद्धिको एक बृहत् स्तरको परिकल्पना ल्याउनु अपरिहार्य हुन्छ” भन्ने कुरालाई आत्मसात गर्दै म्यानमारको सामाजिक–आर्थिक समस्याहरूका उत्तर “गाउँटोल किताब” वा “गाउँटोल फेसबुक” हैन भन्ने कुरामा एक्सनएड जोड दिन्छ । 
"
2199,"#UNFAIRANDLOVELY लाई कराएर भन्छु
"
2200,"आहा! एक भौतिकशास्त्री,राष्ट्रिय वैज्ञानिक ग्रेगोरियो वाइ. जाराले सन् १९५४ को शुरुतिरै टेलिफोनमा दुई व्यक्तिहरू कुरा गरिरहँदा टेलिभिजनमा एक अर्कालाई देख्न सक्ने उपकरणको आविष्कार गरे। 
"
2201,"बर्दिया राष्ट्रिय निकुञ्ज। फोटो: सागर गिरी। अनुमतिमा प्रयोग गरिएको। 
"
2202,"सामाजिक मिडियामा धेरैजसो प्रतिकृयाहरू भिडियोफोन निर्माण गर्ने जाराको अग्रगामी उपलब्धिको प्रशंसाको रुपमा आए। 
"
2203,"मोजाम्बिकको जाम्बेजिया प्रान्तमा अंगप्रत्यंगको व्यापारका लागि तालुखुइले मानिसहरूलाई अपहरण गरिने नौलौ प्रवृत्तिले यहाँका प्रहरीलाई चिन्तित बनाएको छ। अन्धविश्वासका कारण गरिने यस्ता अपहरण नियन्त्रण गर्न प्रान्त सरकारले श्रृंखलाबद्ध कार्यवाही परिचालन गरेको छ। 
"
2204,"जार्डेम ब्रासिलमा बस्ने कलाकार काटिया सुज्वेलाई मामाघरका हजुरबुवा हजुरआमाले हुर्काए उनीहरू आफैं जापानी आप्रवासीका सन्तान थिए
"
2205,"के हामी यस जनावरलाई समात्न र सार्वजनिक रूपमा दण्ड दिन सक्छौ? के हामी हाम्रा बालबालिकालाई सुरक्षित राख्न केही गर्न सक्छौ? 
"
2206,"पश्चिमी साओ पाउलोको मोहो दोसीअवस्थित भित्तेचित्र। 
"
2207,"देशको मुख्य शहरी हब याङ्गुनमा हालैका दिनहरुमा पहिले नै तापमान बढेर ३५ डिग्री सेल्सियस पुगिसकेको छ
"
2208,"पछि आएर एकल अपहरणकर्ता मिस्र निवासी सइफ एल्दिन मुस्तफा भएको पहिचान भयोे तर उनले साइप्रस निवासी आफ्नीे पूर्व पत्नीसँग सम्पर्क गर्न चाहेको अथवा मिस्री महिला कैदीहरूको रिहाइका लागि हुनसक्ने अनुमान छ। उनले विष्फोटक बेल्ट पनि लगाएका थिएनन्। उनको मनसायको विस्तृत विवरण स्पष्ट नभए पनि नेटिजनहरू यो घटना कुनै आतंकवादसँग, विशेष गरी मुस्लिमहरूसँग नजोडिएकोमा ढुक्क भएका छन् । 
"
2209,"फोटो: लिटो अकाम्पो, अनुमति लिएर प्रयोग गरिएको। 
"
2210,"आरएल: यो त्यत्ति स्वाभाविक छैन, तर यो परिवर्तन हुँदैछ। जब मैले सुरू गरें, वास्तवमा यो कति पनि स्वाभाविक थिएन। तर अहिले धेरै भन्दा धेरै व्यक्त्तिहरु देखिरहेकी छु।
"
2211,"यसको सम्भावित व्यापक उत्पादनतर्फ जानु अगाडि तुर्सुनोभ उक्त मोडललाई छिमेकी मुलुक कजाखस्तानमा हुने ‘भविष्यको ऊर्जा’ विषयवस्तुमा आधारित अन्तर्राष्ट्रिय प्रदर्शनी एक्स्पो–२०१७ मा प्रदर्शन गर्न चाहन्छन्। 
"
2212,"यस च्यानलले राम्रो बानी अंगाल्न प्रोत्साति गर्छ, जस्तै कि बाँड्नु र साँचो बोल्नुको महत्व
"
2213,"म्यानमारका गाउँलेहरू आफ्ना विकास योजनाहरू फेसबुकमार्फत् प्रसारित गर्छन् 
"
2214,"डालामा तापमान बढेपछि चराहरु पानीमा भिज्छन्। तस्वीर - प्याय क्यव/द एर्रावाडी 
"
2215,"७,००० भन्दा बढी फलोअर रहेका यस अकाउन्टका संचालकले बुकारामांगा शहरबाट यस दक्षिण अमेरिकी देशको सिक्का र बैंकनोटबारे ऐतिहासिक तथ्यहरू स्पेनिशमा ट्वीट गर्छन्
"
2216,"तस्वीर लेखकको अनुमतिमा प्रयोग गरिएको। 
"
2217,"()
"
2218,"अम्बा बयर जस्तै फल हो र प्राय यसलाई एप्पल अफ द ट्रपिक्स (उष्णकटिबंधीय स्याउ) भनिन्छ
"
2219,"इन्स्टाग्राममा पनि प्रयोगकर्ताहरूले पुल तरेको तस्वीर भेटिन्छन्: 
"
2220,"सन् १९७० तिर मेरो परिवारले मेरो हजुरबुवाको स्वामित्व भएको जग्गा भित्र एउटा बाँध बनायो
"
2221,"त्यसैले हामी के देखाउन चाहन्थ्यौ भने हामीसँग अझै यी दुई बाहेक धेरै प्रकारका फोटोग्राफी छन्
"
2222,"कान्तिन्यो दो चिउ लिनियर पार्कमा अवस्थित भित्तेचित्र
"
2223,"केहीले नेपालको बाढी पीडितहरूलाई सहयोग गर्न जन सहायता कोष र राहत सामग्री जुटाउन प्रयास गर्दै छन्: 
"
2224,"मौका मिलेको बेला केफाले कुखुराहरू अरु किसानलाई वा बजारमा लगेर बेच्न सक्छन् । आफू र परिवारलाई खानका लागि उनी बारीमा तरकारी र अन्न पनि उमार्छन् तर उनका कुखुराहरूले नै उनलाई शालीन जीवन निर्वाहको लागि कमाइ दिँदैछन् । 
"
2225,"म #brown छु अथवा गएगुज्रेकी छु
"
2226,"यस लेखलाई पिआरआइ र ग्लोबल भ्वाइसेजबीचको साझेदारी अनुरुप यहाँ पुन:प्रकाशित गरिएको छ। 
"
2227,"एन्नी बेली को यो लेख अप्रिल १७, २०१७ मा पहिलो पटक पिआरआइ डट ओआरजीमा प्रकाशित भएको थियो । 
"
2228,"रेल तालिकाहरु एक अर्कासँग जुँधेर बर्बाद भएको छ र लेवल क्रसिङ गेट १५ मिनटभन्दा बढी समयदेखि खुलेको छैन
"
2229,"ए. आर. मशरुर हसन मुकुट भन्छन्:
"
2230,"नेपाली मरीच पनि भनिने टिमुर चटनी, मसला र औषधिको रूपमा प्रयोग गरिन्छ। तस्वीर-क्रिजस्टोफ गोलिक विकिमिडिया कमन्स।
"
2231,"सगरमाथा क्षेत्रमा ट्रेक कठोर हुन सक्छ, तर यो रोमांचले भरिएको पनि छ
"
2232,"टिबी अन्त्य गर्न सामुदायिक परिचालन जरूरी छ। हामी एक्लै लड्न सक्दैनौँ, हामी सँगै लड्न आवश्यक छ। 
"
2233,"हामी कराँचीमा वाल अफ काइन्डनेस शुरु गर्न गइरहेका छौं
"
2234,"अब मलाई उसको र उसको क्षेत्रका अरु कुनै हात्तीहरूको सुरक्षाको डर छ
"
2235,"यी प्रयासहरुबाट अहिलेसम्म अनुभव गर्नसकिने गरी केही नभए तापनि समुदायले आशा गर्न छाडेका छैनन्। यस्ता प्रकोपको सामना गर्न र अझ बलियो र उत्थालशील समुदाय निर्माण गर्न तिनीहरु क्रियाशीलता र तलैदेखि एकजुट हुनुपर्ने कुरामा विश्वास गर्छन्। साथै सबैका लागि खाद्य सुरक्षाको प्रत्याभूति अनि खडेरी र अनिकालरहित पर्यावरणीय जीवन पुनस्थापित गर्नुपर्ने कुरामा विश्वास गर्छन्। 
"
2236,"राखिने राज्य, म्यानमार
"
2237,"यात्रीहरू वा जापान भ्रमण गर्न चाहने कुनै पनि व्यक्तिको लागि भिडियो विशेष रूपले उपयोगी छ, भ्रमण बारे प्रत्येक भिडियो अंग्रेजीमा व्याख्या गरिएको हुन्छ; स्क्रीनमा देखाइएको कुनै खास पर्यटकीय स्थल भ्रमण गर्न लाग्ने समयको जानकारी समावेश गरिएको हुन्छ। 
"
2238,"उनले ६ अप्रिलका दिन कालमोचनमा ९ हजार सेता पुतली फैलाउने कार्यमा सहभागिता जनाएकि थिइन्
"
2239,"प्रहरीका अनुसार मोजाम्बिकमा झाँक्रीहरूद्वारा पीडित हुनेहरूमा तालुखुइले मानिस 
"
2240,"एउटा ठूलो साबुनको मूल्य २०० सिएफए फ्र्यांक (०.३४६ अमेरिकी डलर) पर्न आउछ। 
"
2241,"सन् २०१७ अन्त्य हुन लाग्दा, कृपया आर्थिक सहयोग गरी यस कार्यलाई निरन्तरता दिन हामीलाई मद्दत गर्नुहोस्। 
"
2242,"दुई वर्षपछि सन् २००७ मा उनले यसै नामको प्रतिष्ठान स्थापना गरे:
"
2243,"मलाई लाग्छ अर्को पटकदेखि मैले पर्खाल माथि चढ्ने प्रयास गर्नु हुँदैन
"
2244,"वामपन्थी झुकाव राख्ने असाही समाचारपत्र तथा टेब्लोइड निक्कन गेन्दाइले प्रधानमन्त्री माथि आक्षेप लगाउदै केही दिन बिताए: 
"
2245,"चाल्र्स लाप्लान्तको नक्काशी
"
2246,"सम्भवतः नेपालका महाराजाले राजा जर्ज पाचौंलाई उपहार स्वरुप दिएका नेपालका रैथाने जनावरहरू तस्वीर सौजन्य: अष्ट्रेलियन नेशनल युनिभर्सिटि डिजिटल कलेक्शन्स लाइब्रेरी
"
2247,"अकिरा उत्कृष्ट एनिमेटेड चलचित्र हो।
"
2248,"यी चराहरूको व्यवहार मैत्रीपूर्ण भए पनि आफूलाई बस्ने ठाउँ दिने मानिससँग सँधै डराउँछन्: 
"
2249,"कुलीन घरानाकी भारतीय मुस्लिम महिला (१८२३ — १८३८)
"
2250,"मेरा निम्ति त्यस्ता कथाहरुका लागि जेआईएफएफ गृह अदालत भएको छ। यसले मलाई र अन्य तान्जानियन चलचित्र निर्माताहरुलाई आश्रय प्रदान गर्दछ र महोत्सव दृश्य कलाकारका रुपमा हाम्रा आवश्यकता प्रति संवेदनशील छ। त्यसैले महोत्सवमा ""बोंगो"" चलचित्रका धेरै जसो प्रसिद्ध अभिनेता तथा अभिनेत्रीहरुका अनुपस्थिति जसका अनुहारहरू म नियमित रूपमा दार ए सलामको सडकमा डीभीडी कभरमा देख्छु, म प्रश्न गर्छु कि के हामी साँच्चै हाम्रो फिल्म क्षेत्रलाई उद्योग भन्न सक्छौं। हामी अझै पनि वास्तविक उद्योगलाई चाहिने आधारभूत र सहज ढाँचाको अभाव झेलिरहँदा यसरी वर्गीकरण गरेर हामी असावधानिपूर्वक हतारमा काम गरिरहेको हुन सक्छौं। 
"
2251,"यस भिडियोमा उनी यूरोकेन्द्रित सौन्दर्यको अवधारणाको आलोचना गर्छिन्: ""म यो भिन्नै प्रजाति देखिन चाहने अवधारणा बुझ्दिन
"
2252,"ग्याबिट (तुर्गान्बेक) र म, हामी दुवै फाइनलमा प्रवेश गर्यौं, 
"
2253,"आरोहीहरू सामान्यतया मध्यरातमा आरोहणका लागि यात्रा शुरु गर्छन्
"
2254,"उनी ११–१३ वैशाखमा भूकम्पको केन्द्रविन्दू घ्याचोक भन्ने गाउँ जाँदैछिन्। उनी यस समुदायका लागि सेता पुतली लग्दैछिन्। 
"
2255,"ओमारा रोनीले सडक प्रयोगकर्ताहरूको सम्मान गर्दै आफ्नो #M7Challenge फोटो मानिस हिड्ने बाटोछेउ खिचाए:
"
2256,"पहिलेको सुदृढ समुदाय हाल आएर चार जनामा सीमित भएको छ। दुर्गम यो गाउँ जाडो याममा देशका अन्य भागबाट अलग्गिन्छ र यहाँ विद्यालय जस्ता आधारभूत सेवा पनि छैन। 
"
2257,"शिक्षाका बारेमा: 
"
2258,"मौका मिलेको बेला केफाले कुखुराहरू अरु किसानलाई वा बजारमा लगेर बेच्न सक्छन्
"
2259,"सर्च फर कमन ग्राउण्ड नामक उक्त गैरसरकारी संस्थाले ती भिडियोहरू आफ्नो शिक्षा अभियान अन्तर्गत महिला सशक्तिकरण, सहिष्णुता तथा अतिवाद रोकथाम प्रवर्द्धन गर्न प्रयोग गरेको छ
"
2260,"उनले आफ्नो विजय हासिल गरे केही दिनपछि, एबीले यूके-आधारित फाइनान्स टाइम्समा लेख लेखे।
"
2261,"हाल सञ्चालनमा नरहेको तलको हेटौंडा-काठमाडौं रोपवे नेपालको परिवहन इतिहासमा अग्रणी थियो स्टीलका ट्रामवेले नेपालका डाँडा तथा जंगलको ६७ माइल दूरी घटाउँदछ
"
2262,"अप्रिल ९, सन् १९४८ का दिन फिदेल क्याष्ट्रो #Bogotazo का दौरान बोगोटामा थिए
"
2263,"२०१५। सिसि लाइसेन्स 
"
2264,"डालामा पानीका बाल्टिनहरु बोक्दै। तस्वीर - प्याय क्यव/द एर्रावाडी 
"
2265,"न्यायलयको फैसलाले बुल्गेरियाई पर्यावरण तथा जल मन्त्रालयद्वारा पूर्व रणनीतिक पर्यावरण मूल्यांकन नगरी सन् २०१४-२०२० को अवधिका लागि पिरिन राष्ट्रिय निकुञ्जको मस्यौदा व्यवस्था योजना स्वीकार गर्ने निर्णय उल्ट्याइ दियो। मन्त्रालयले बान्स्को शहर नजिकै नयाँ स्की सुविधा निर्माण गर्न अनुमति दिएको थियो। 
"
